blockchain,block_number,block_size,gas_used,tx_count,timestamp,tx_por_kb,dia_semana
bitcoin,903075,1542378.0,,2767,2025-06-28 11:53:02,1.8370386507068954,Saturday
bitcoin,903074,1706200.0,,4275,2025-06-28 11:38:31,2.5657015590200447,Saturday
bitcoin,903073,1751718.0,,3367,2025-06-28 11:24:16,1.9682437469958065,Saturday
bitcoin,903072,1664774.0,,3374,2025-06-28 11:06:11,2.0753423587826334,Saturday
bitcoin,903071,1816159.0,,2996,2025-06-28 10:59:33,1.6892265489970868,Saturday
bitcoin,903070,1562788.0,,2411,2025-06-28 10:49:58,1.5797817746233014,Saturday
bitcoin,903069,1687462.0,,2653,2025-06-28 10:48:29,1.6099159566259862,Saturday
bitcoin,903068,1778832.0,,2684,2025-06-28 10:27:40,1.545067774809538,Saturday
bitcoin,903067,1619837.0,,3551,2025-06-28 10:12:01,2.2448085825919524,Saturday
bitcoin,903066,1637760.0,,2464,2025-06-28 10:06:55,1.5406017975771786,Saturday
bitcoin,903065,1570145.0,,2671,2025-06-28 09:53:19,1.7419435784593142,Saturday
bitcoin,903064,2020072.0,,3066,2025-06-28 09:38:39,1.5541941079327866,Saturday
bitcoin,903063,1794529.0,,4088,2025-06-28 09:39:10,2.3327079138871536,Saturday
bitcoin,903062,1561797.0,,3333,2025-06-28 09:33:24,2.1852980893163454,Saturday
bitcoin,903061,1810747.0,,1740,2025-06-28 09:22:04,0.9839916896175999,Saturday
bitcoin,903060,1549984.0,,2796,2025-06-28 09:15:53,1.8471829386625926,Saturday
bitcoin,903059,2091833.0,,527,2025-06-28 09:01:59,0.25797852887873934,Saturday
bitcoin,903058,1921580.0,,2972,2025-06-28 09:00:36,1.5837633614005142,Saturday
bitcoin,903057,1611562.0,,2712,2025-06-28 08:58:24,1.7232275270824207,Saturday
bitcoin,903056,1662582.0,,2366,2025-06-28 08:43:03,1.4572418082235943,Saturday
bitcoin,903055,1894452.0,,905,2025-06-28 08:29:28,0.4891757616450562,Saturday
bitcoin,903054,1559978.0,,2316,2025-06-28 08:24:19,1.5202675935173444,Saturday
bitcoin,903053,1866975.0,,3315,2025-06-28 08:11:18,1.8182139557305266,Saturday
bitcoin,903052,384.0,,1,2025-06-28 08:08:38,2.6666666666666665,Saturday
bitcoin,903051,1637239.0,,3310,2025-06-28 08:08:13,2.070216993365049,Saturday
bitcoin,903050,1962353.0,,2665,2025-06-28 07:56:39,1.3906570326541656,Saturday
bitcoin,903049,1794248.0,,3605,2025-06-28 07:53:45,2.0574190412919506,Saturday
bitcoin,903048,2005985.0,,2279,2025-06-28 07:45:22,1.1633666253735695,Saturday
bitcoin,903047,1711097.0,,2366,2025-06-28 07:44:18,1.4159244040519035,Saturday
bitcoin,903046,2072794.0,,418,2025-06-28 07:29:04,0.20650001881518376,Saturday
bitcoin,903045,2140496.0,,421,2025-06-28 07:27:55,0.20140378678586646,Saturday
bitcoin,903044,2119254.0,,545,2025-06-28 07:26:56,0.26333794816477873,Saturday
bitcoin,903043,1755695.0,,2903,2025-06-28 07:26:01,1.6931596888981286,Saturday
bitcoin,903042,1588825.0,,3101,2025-06-28 07:17:19,1.9985989646436833,Saturday
bitcoin,903041,1580139.0,,3048,2025-06-28 06:59:57,1.9752388872118212,Saturday
bitcoin,903040,2108666.0,,406,2025-06-28 06:37:08,0.1971597208851473,Saturday
bitcoin,903039,1600486.0,,3102,2025-06-28 06:35:12,1.984677154314377,Saturday
bitcoin,903038,2021445.0,,770,2025-06-28 06:09:44,0.390057607305665,Saturday
bitcoin,903037,2178507.0,,39,2025-06-28 06:04:21,0.018331820829586502,Saturday
bitcoin,903036,2090520.0,,453,2025-06-28 06:04:15,0.22189311750186558,Saturday
bitcoin,903035,1646548.0,,1803,2025-06-28 06:01:29,1.1212986199005435,Saturday
bitcoin,903034,2105971.0,,442,2025-06-28 05:48:04,0.21491653968644392,Saturday
bitcoin,903033,2105194.0,,588,2025-06-28 05:45:17,0.2860125955137626,Saturday
bitcoin,903032,1713995.0,,2145,2025-06-28 05:43:24,1.2814973205872828,Saturday
bitcoin,903031,2025755.0,,776,2025-06-28 05:25:37,0.39226066330824805,Saturday
bitcoin,903030,1831840.0,,1727,2025-06-28 05:19:55,0.9653943575858154,Saturday
bitcoin,903029,1917142.0,,1883,2025-06-28 05:08:26,1.0057637879718873,Saturday
bitcoin,903028,1945231.0,,1142,2025-06-28 05:06:31,0.6011666480741876,Saturday
bitcoin,903027,2160010.0,,180,2025-06-28 04:57:01,0.08533293827343393,Saturday
bitcoin,903026,2171791.0,,79,2025-06-28 04:56:02,0.037248519770088376,Saturday
bitcoin,903025,1942944.0,,602,2025-06-28 04:55:57,0.317275227695703,Saturday
bitcoin,903024,1817519.0,,623,2025-06-28 04:54:24,0.3510015576178296,Saturday
bitcoin,903023,1830803.0,,928,2025-06-28 04:50:48,0.519046560443696,Saturday
bitcoin,903022,1864549.0,,3056,2025-06-28 04:46:44,1.6783383005756352,Saturday
bitcoin,903021,1812180.0,,2928,2025-06-28 04:40:33,1.6545111412773565,Saturday
bitcoin,903020,1742486.0,,2852,2025-06-28 04:35:10,1.6760237958870259,Saturday
bitcoin,903019,1735614.0,,2314,2025-06-28 04:22:13,1.3652436544070283,Saturday
bitcoin,903018,1710383.0,,3980,2025-06-28 04:17:12,2.3828113352389493,Saturday
bitcoin,903017,1564504.0,,2578,2025-06-28 04:12:46,1.6873539473213235,Saturday
bitcoin,903016,1529718.0,,3261,2025-06-28 04:07:49,2.1829278337575944,Saturday
bitcoin,903015,1324091.0,,2144,2025-06-28 03:33:24,1.6580854337050852,Saturday
bitcoin,903014,1609058.0,,3189,2025-06-28 03:14:43,2.029470659230432,Saturday
bitcoin,903013,1806959.0,,4357,2025-06-28 03:02:32,2.4691030621060026,Saturday
